PROJECT ID,PROJECT NAME,PROJECT STATUS,PRODUCT LINE,REGION,COUNTRY,LENDING INSTRUMENT,LENDING INSTRUMENT TYPE,ENV. CATEGORY,IMP AGENCY,SECTOR 1,APPROVAL DATE,CLOSING DATE,commitment_total,disbursement_total,d1,pct_dis1,total_pct_dis1,d2,pct_dis2,total_pct_dis2,d3,pct_dis3,total_pct_dis3,d4,pct_dis4,total_pct_dis4,d5,pct_dis5,total_pct_dis5,d6,pct_dis6,total_pct_dis6,d7,pct_dis7,total_pct_dis7,full_duration,ad1,d1_duration,d1_pct_duration,ad2,d2_duration,d2_pct_duration,ad3,d3_duration,d3_pct_duration,ad4,d4_duration,d4_pct_duration,ad5,d5_duration,d5_pct_duration,ad6,d6_duration,d6_pct_duration,ad7,d7_duration,d7_pct_duration
P083929,Punjab Municipal Services Improvement Project (PMSIP),Closed,IBRD/IDA,SOUTH ASIA,Pakistan,Specific Investment Loan,INVESTMENT,A,GOVERNMENT OF PUNJAB,Water supply,1-Jun-06,30-Nov-13,50000000,45526699.78,45526699.78,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,89,1-Jun-06,0,,,,,,,,,,,,,,,,,,,
P083949,PE PROGRAMATIC REFORM FOR GROWTH II,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Peru,Programmatic Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF ECONOMICS AND FINANCE,General industry and trade sector,7-Dec-04,31-Dec-05,100000000,100000000,100000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,12,7-Dec-04,0,,,,,,,,,,,,,,,,,,,
P083964,Education Quality Improvement Program,Closed,IBRD/IDA,SOUTH ASIA,Afghanistan,Emergency Recovery Loan,INVESTMENT,B,"MINISTRY OF EDUCATION, MINISTRY OF HIGHER EDUCATION",Primary education,29-Jul-04,31-Mar-09,35000000,33725385.08,33725385.08,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,56,29-Jul-04,0,,,,,,,,,,,,,,,,,,,
P083965,BO-Secondary Education Transformation,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Bolivia,Specific Investment Loan,INVESTMENT,B,MINISTRY OF EDUCATION,Secondary education,9-Oct-07,31-Mar-13,10000000,9921248.45,9921248.45,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,65,9-Oct-07,0,,,,,,,,,,,,,,,,,,,
P083968,PE-Programmatic Social Reform Loan IV,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Peru,Development Policy Lending,DEVELOPMENT POLICY LENDING,,MINISTRY OF FINANCE,Other social services,7-Dec-04,31-Dec-05,100000000,100000000,100000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,12,7-Dec-04,0,,,,,,,,,,,,,,,,,,,
P083982,AR Economic Recovery Support Structural Adjustment Loan (ERSAL),Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Argentina,Sector Adjustment Loan,DEVELOPMENT POLICY LENDING,C,BCRA,General public administration sector,29-Jun-04,31-Dec-06,500000000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,30,29-Jun-04,0,,,,,,,,,,,,,,,,,,,
P083997,Alto Solimoes Basic Services and Sustainable Development Project in Support of the Zona Franca Verde Program,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Brazil,Adaptable Program Loan,INVESTMENT,A,COMPANHIA DE DESENVOLVIMENTO DO ESTADO DO AMAZONAS (CIAMA),Sub-national government administration,26-Feb-08,25-Jun-14,24250000,24154783.77,24154783.77,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,76,26-Feb-08,0,,,,,,,,,,,,,,,,,,,
P084022,Local Authorities Development Program,Closed,IBRD/IDA,AFRICA,Senegal,Specific Investment Loan,INVESTMENT,B,MINISTRY OF FINANCE/MINISTRY OF LOCAL GOVERNMENTS,Urban Transport,18-Jul-06,16-Dec-13,80000000,76105834.78,76105834.78,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,89,18-Jul-06,0,,,,,,,,,,,,,,,,,,,
P084027,Decentralized Urban Capacity Building Project,Closed,IBRD/IDA,AFRICA,Burkina Faso,Technical Assistance Loan,INVESTMENT,C,"MINISTRY OF FINANCE, MINISTRY OF ECONOMY AND DEVELOPMENT",Sub-national government administration,29-May-07,31-Jan-13,10000000,8508791.25,8508791.25,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,68,29-May-07,0,,,,,,,,,,,,,,,,,,,
P084078,National Agricultural Technology Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Adaptable Program Loan,INVESTMENT,B,"MINISTRIES OF AGRICULTURE, AND FISHERIES & LIVESTOCK",Agricultural extension and research,7-Feb-08,31-Dec-14,62600000,54331411.68,54331411.68,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,82,7-Feb-08,0,,,,,,,,,,,,,,,,,,,
P084160,Transparency and Accountability Capacity Building Project,Closed,IBRD/IDA,AFRICA,Cameroon,Technical Assistance Loan,INVESTMENT,C,MINFI- SECRETARIAT TECH PERM DE LA PLATEFORME DES FIN. PUBLI,Central government administration,24-Jun-08,31-Dec-12,15000000,3682610.62,3682610.62,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,54,24-Jun-08,0,,,,,,,,,,,,,,,,,,,
P084437,Rural Health Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,B,MINISTRY OF HEALTH,Compulsory health finance,24-Jun-08,31-Dec-14,50000000,49973986.83,49973986.83,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,78,24-Jun-08,0,,,,,,,,,,,,,,,,,,,
P084567,Education Sector Development Support Credit II,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Development Policy Lending,DEVELOPMENT POLICY LENDING,,MINISTRY OF EDUCATION,Secondary education,7-Mar-06,31-Dec-06,100000000,99562735,99562735,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,9,7-Mar-06,0,,,,,,,,,,,,,,,,,,,
P084596,Employment Support 2 Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Specific Investment Loan,INVESTMENT,C,PROJECT IMPLEMENTATION UNITS IN FEDERATION AND THE RS,Other social services,15-Jun-04,31-Mar-09,12000000,12616365.01,12616365.01,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,57,15-Jun-04,0,,,,,,,,,,,,,,,,,,,
P084597,Education Reform Project (Montenegro),Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Montenegro,Specific Investment Loan,INVESTMENT,C,MINISTRY OF EDUCATION AND SCIENCE OF MONTENEGRO,Primary education,31-Mar-05,31-Dec-09,5000000,4869742.47,4869742.47,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,57,31-Mar-05,0,,,,,,,,,,,,,,,,,,,
P084601,Madagascar: Nutrition II - Supplemental Credit,Closed,IBRD/IDA,AFRICA,Madagascar,Specific Investment Loan,INVESTMENT,C,PRIME MINISTER'S OFFICE,Health,28-Oct-03,N/A,10000000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,Err:520,,,,,,,,,,,,,,,,,,,,,
P084632,Hydrology Project Phase II,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,C,"MINISTRY OF WATER RESOURCES, GOVT. OF INDIA/STATE AGENCIES",Irrigation and drainage,24-Aug-04,31-May-14,104980000,91578783.86,91578783.86,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,117,24-Aug-04,0,,,,,,,,,,,,,,,,,,,
P084736,Public Admin Cpacity Building Project,Closed,IBRD/IDA,SOUTH ASIA,Afghanistan,Technical Assistance Loan,INVESTMENT,C,MINISTRY OF FINANCE,Central government administration,27-Jan-05,30-Jun-09,27000000,27971947.59,27971947.59,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,53,27-Jan-05,0,,,,,,,,,,,,,,,,,,,
P084742,Irrigated Agriculture Intensification III Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,B,STATE OFFICE FOR COMPREHENSIVE AGRICULTURAL DEVELOPMENT,Irrigation and drainage,11-Oct-05,31-Dec-10,200000000,200000000,200000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,62,11-Oct-05,0,,,,,,,,,,,,,,,,,,,
P084762,PROGRAMMATIC FISCAL AND INSTITUTIONAL STRUCTURAL ADJUSTMENT LOAN III,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Colombia,Development Policy Lending,DEVELOPMENT POLICY LENDING,,MINISTRY OF FINANCE AND PUBLIC CREDIT,Central government administration,22-Mar-05,30-Jun-05,100000000,100000000,100000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,3,22-Mar-05,0,,,,,,,,,,,,,,,,,,,
P084773,VN-Trung Son Hydropower Project,Active,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Specific Investment Loan,INVESTMENT,A,ELECTRICITY OF VIETNAM,Hydropower,26-Apr-11,31-Dec-17,330000000,142699338.9,142699338.9,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,80,26-Apr-11,0,,,,,,,,,,,,,,,,,,,
P084790,IN Maharashtra Water Sector Improvement Project,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,A,GOVERNMENT OF MAHARASHTRA/IRRIGATION DEPARTMENT,Irrigation and drainage,23-Jun-05,28-Mar-14,325000000,298278127.4,298278127.4,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,105,23-Jun-05,0,,,,,,,,,,,,,,,,,,,
P084890,Cameroon : Third Structural Adjustment Credit (SAC III),Closed,IBRD/IDA,AFRICA,Cameroon,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF ECONOMY,"Ports, waterways and shipping",6-Jun-03,N/A,3310000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,Err:520,,,,,,,,,,,,,,,,,,,,,
P084967,Mindanao Rural Development Project - Phase 2,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Philippines,Adaptable Program Loan,INVESTMENT,B,DEPARTMENT OF AGRICULTURE,Rural and Inter-Urban Roads and Highways,22-Mar-07,31-Dec-14,83750000,79652142.9,79652142.9,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,93,22-Mar-07,0,,,,,,,,,,,,,,,,,,,
P084984,Tanzania FY03 IDA Reflows PSAC1,Closed,IBRD/IDA,AFRICA,Tanzania,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF FINANCE,Central government administration,27-Jun-03,N/A,390000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,Err:520,,,,,,,,,,,,,,,,,,,,,
P085006,"Ghana - Micro,Small and Medium Enterprise Project",Closed,IBRD/IDA,AFRICA,Ghana,Specific Investment Loan,INVESTMENT,B,,SME Finance,5-Jan-06,29-Nov-13,45000000,37001321.04,37001321.04,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,94,5-Jan-06,0,,,,,,,,,,,,,,,,,,,
P085007,"Micro, Small, and Medium Enterprise Competitiveness Project",Closed,IBRD/IDA,AFRICA,Kenya,Specific Investment Loan,INVESTMENT,C,,General industry and trade sector,13-Jul-04,30-Jun-12,22000000,15456853.67,15456853.67,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,95,13-Jul-04,0,,,,,,,,,,,,,,,,,,,
P085071,Customs Modernization Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Specific Investment Loan,INVESTMENT,C,MINISTRY OF FINANCE,General public administration sector,10-Nov-05,30-Jun-11,65900000,2207215.54,2207215.54,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,67,10-Nov-05,0,,,,,,,,,,,,,,,,,,,
P085080,Road Safety Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Specific Investment Loan,INVESTMENT,B,NATIONAL TRAFFIC SAFETY COMMITTEE,Central government administration,7-Jun-05,31-Dec-12,31730000,23963941.95,23963941.95,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,90,7-Jun-05,0,,,,,,,,,,,,,,,,,,,
P085124,China Economic Reform Implementation Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Technical Assistance Loan,INVESTMENT,C,MINISTRY OF FINANCE,Central government administration,11-Apr-06,30-Jun-15,20000000,17254276.68,17254276.68,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,110,11-Apr-06,0,,,,,,,,,,,,,,,,,,,
P085230,Development of the National Statistical System,Closed,IBRD/IDA,AFRICA,Burkina Faso,Specific Investment Loan,INVESTMENT,B,INSTITUTE FOR STATISTICS AND DEMOGRAPHY,Central government administration,25-Mar-04,31-Jul-10,10000000,9758733.13,9758733.13,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,76,25-Mar-04,0,,,,,,,,,,,,,,,,,,,
P085260,Support for National Education-for-All Plan Implementation Program,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Specific Investment Loan,INVESTMENT,C,MINISTRY OF EDUCATION AND TRAINING,Primary education,28-Jun-05,30-Jun-09,50000000,50186861.45,50186861.45,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,48,28-Jun-05,0,,,,,,,,,,,,,,,,,,,
P085302,EC Institutional Reform,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Ecuador,Specific Investment Loan,INVESTMENT,C,,Central government administration,22-Jun-04,31-Dec-08,20000000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,54,22-Jun-04,0,,,,,,,,,,,,,,,,,,,
P085333,China: Fifth Inland Waterways,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,A,HUBEI PROVINCE COMMUNICATIONS DEPT,"Ports, waterways and shipping",11-Oct-05,30-Jun-11,100000000,100000000,100000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,68,11-Oct-05,0,,,,,,,,,,,,,,,,,,,
P085376,Rural Migrant Skills Development and Employment Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,C,MINISTRY OF HUMAN RESOURCES AND SOCIAL SECURITY,Vocational training,24-Jun-08,28-Feb-15,50000000,47518168.73,47518168.73,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,80,24-Jun-08,0,,,,,,,,,,,,,,,,,,,
P085414,Development of The National Statistical System Project,Closed,IBRD/IDA,AFRICA,Kenya,Specific Investment Loan,INVESTMENT,C,CENTRAL BUREAU OF STATISTICS,Central government administration,20-Mar-07,30-Sep-12,20500000,12757716.12,12757716.12,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,20-Mar-07,0,,,,,,,,,,,,,,,,,,,
P085433,Dominican Republic Social Crisis Response Adjustment Loan,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Dominican Republic,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,TECHNICAL SECRETARY OF THE PRESIDENCY,Other social services,12-Feb-04,31-Aug-05,100000000,100000000,100000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,18,12-Feb-04,0,,,,,,,,,,,,,,,,,,,
P085539,Port-City of Limon Integrated Infrastructure Project,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Costa Rica,Specific Investment Loan,INVESTMENT,B,MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTE,"General water, sanitation and flood protection sector",8-Jan-08,30-Jun-14,72500000,7368863.21,7368863.21,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,77,8-Jan-08,0,,,,,,,,,,,,,,,,,,,
P085561,Electricity Generation Rehabilitation and Restructuring Project,Closed,IBRD/IDA,EUROPE AND CENTRAL ASIA,Turkey,Specific Investment Loan,INVESTMENT,A,EUAS,Thermal Power Generation,6-Jun-06,31-Dec-11,336000000,894390,894390,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,6-Jun-06,0,,,,,,,,,,,,,,,,,,,
P085634,ML SAC III-Supplemental,Closed,IBRD/IDA,AFRICA,Mali,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF ECONOMY AND FINANCE,Central government administration,11-Dec-03,30-Jun-04,15000000,15513406.24,15513406.24,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6,11-Dec-03,0,,,,,,,,,,,,,,,,,,,
P085708,SN-Elec. Serv. for Rural Areas (FY05),Closed,IBRD/IDA,AFRICA,Senegal,Adaptable Program Loan,INVESTMENT,B,ASER,General energy sector,9-Sep-04,31-Dec-12,29900000,20154422.87,20154422.87,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,99,9-Sep-04,0,,,,,,,,,,,,,,,,,,,
P085727,Disaster Vulnerability Reduction Project - APL2,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Colombia,Adaptable Program Loan,INVESTMENT,B,SUBNATIONALS,Health,3-Mar-06,31-Jan-14,80000000,64186676.39,64186676.39,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,94,3-Mar-06,0,,,,,,,,,,,,,,,,,,,
P085851,MX Basic Education Dev Phase III,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Mexico,Adaptable Program Loan,INVESTMENT,C,MINISTRY OF EDUCATION (SEP) THROUGH CONAFE,Primary education,1-Jul-04,31-Dec-07,300000000,298394324.5,298394324.5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,41,1-Jul-04,0,,,,,,,,,,,,,,,,,,,
P086169,MZ-Financial Sector TA ProjectFinancial Sector Technical Assistance,Closed,IBRD/IDA,AFRICA,Mozambique,Specific Investment Loan,INVESTMENT,C,MINISTRY OF FINANCE,Central government administration,1-Dec-05,30-Jun-12,10500000,9641811.39,9641811.39,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,78,1-Dec-05,0,,,,,,,,,,,,,,,,,,,
P086270,Afghanistan: Emergency National Solidarity Project (II supplemental),Closed,IBRD/IDA,SOUTH ASIA,Afghanistan,Specific Investment Loan,INVESTMENT,C,MRRD,Water supply,14-Mar-06,N/A,40000000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,Err:520,,,,,,,,,,,,,,,,,,,,,
P086294,DRC Education Sector Project,Closed,IBRD/IDA,AFRICA,"Congo, Democratic Republic of",Specific Investment Loan,INVESTMENT,B,,Primary education,5-Jun-07,31-Oct-14,150000000,151912627.7,151912627.7,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,88,5-Jun-07,0,,,,,,,,,,,,,,,,,,,
P086308,RY-Second Vocational Training Project,Closed,IBRD/IDA,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Specific Investment Loan,INVESTMENT,C,MINISTRY OF TECHNICAL EDUCATION AND VOCATIONAL TRAINING,Vocational training,27-Mar-07,3-Sep-12,15000000,365348.71,365348.71,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,27-Mar-07,0,,,,,,,,,,,,,,,,,,,
P086360,Poverty Reduction Strategy Credit IV,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Development Policy Lending,DEVELOPMENT POLICY LENDING,,THE STATE BANK OF VIETNAM,General public administration sector,30-Jun-05,31-Dec-05,100000000,94781188,94781188,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6,30-Jun-05,0,,,,,,,,,,,,,,,,,,,
P086361,Vietnam - Poverty Reduction Support Credit V,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Development Policy Lending,DEVELOPMENT POLICY LENDING,,THE STATE BANK OF VIETNAM,General public administration sector,22-Jun-06,31-Dec-06,100000000,102182163.8,102182163.8,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,6,22-Jun-06,0,,,,,,,,,,,,,,,,,,,
P086414,POWER SYSTEM DEVELOPMENT PROJECT -III,Closed,IBRD/IDA,SOUTH ASIA,India,Specific Investment Loan,INVESTMENT,A,POWERGRID CORPRATION OF INDIA LIMITED,Energy efficiency in Heat and Power,19-Jan-06,31-Jul-11,400000000,400000000,400000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,19-Jan-06,0,,,,,,,,,,,,,,,,,,,
P086446,Chongqing Urban-Rural Integration Project,Active,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,B,CHONGQING MUNICIPAL GOVERNMENT,Rural and Inter-Urban Roads and Highways,3-Jun-10,30-Jun-16,84000000,41710769.95,41710769.95,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,72,3-Jun-10,0,,,,,,,,,,,,,,,,,,,
P086480,Integrated Marine and Coastal Resources Management Project,Closed,IBRD/IDA,AFRICA,Senegal,Specific Investment Loan,INVESTMENT,B,UNITE DE COORDINATION DU PROJET,"General agriculture, fishing and forestry sector",11-Nov-04,1-May-12,10000000,9069351.2,9069351.2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,90,11-Nov-04,0,,,,,,,,,,,,,,,,,,,
P086505,CN-Ningbo Water and Environment Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,A,NINGBO PLANNING DEPARTMENT,Water supply,17-Mar-05,31-Dec-10,130000000,130000000,130000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,69,17-Mar-05,0,,,,,,,,,,,,,,,,,,,
P086508,VN-Priority Infrastructure Investment Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,Vietnam,Specific Investment Loan,INVESTMENT,A,DANANG CITY PEOPLE'S COMMITTEE,Urban Transport,22-May-08,30-Jun-13,152440000,146238474.5,146238474.5,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,61,22-May-08,0,,,,,,,,,,,,,,,,,,,
P086513,Millennium Science Initiative,Closed,IBRD/IDA,AFRICA,Uganda,Specific Investment Loan,INVESTMENT,B,UGANDA NATIONAL COUNCIL OF SCIENCE AND TECHNOLOGY,Tertiary education,25-May-06,30-Jun-13,30000000,32156299.15,32156299.15,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,85,25-May-06,0,,,,,,,,,,,,,,,,,,,
P086515,Third National Railway Project,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,A,MINISTRY OF RAILWAYS,Railways,23-Jan-07,30-Jun-13,200000000,199757454.3,199757454.3,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,77,23-Jan-07,0,,,,,,,,,,,,,,,,,,,
P086525,BR PROGRAMMATIC FISCAL REFORM - SOCIAL SECURITY REFORM,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Brazil,Development Policy Lending,DEVELOPMENT POLICY LENDING,,GOVERNMENT OF BRAZIL,Central government administration,2-Jun-05,30-Jun-06,658300000,658300000,658300000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,12,2-Jun-05,0,,,,,,,,,,,,,,,,,,,
P086543,PY Economic Recovery Loan,Closed,IBRD/IDA,LATIN AMERICA AND CARIBBEAN,Paraguay,Structural Adjustment Loan,DEVELOPMENT POLICY LENDING,U,MINISTRY OF FINANCE,Central government administration,16-Dec-03,31-Dec-04,30000000,30000000,30000000,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,12,16-Dec-03,0,,,,,,,,,,,,,,,,,,,
P086592,Second Irrigation and Drainage Improvement Project,Active,IBRD/IDA,EUROPE AND CENTRAL ASIA,Kazakhstan,Investment Project Financing,INVESTMENT,B,COMMITTEE OF WATER RESOURCES,Irrigation and drainage,27-Jun-13,31-Dec-21,102900000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,102,27-Jun-13,0,,,,,,,,,,,,,,,,,,,
P086628,Social Sector Development Project (Supplemental Credit),Closed,IBRD/IDA,AFRICA,Cabo Verde,Specific Investment Loan,INVESTMENT,B,MINISTRY OF LABOR,Other social services,16-Dec-03,N/A,4000000,0,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,Err:520,Err:520,0,#DIV/0!,#DIV/0!,0,Err:520,Err:520,0,Err:520,Err:520,Err:520,,,,,,,,,,,,,,,,,,,,,
P086629,CN-Heilongjiang Dairy,Closed,IBRD/IDA,EAST ASIA AND PACIFIC,China,Specific Investment Loan,INVESTMENT,B,HEILONGJIANG - DEVELOPMENT AND REFORM PPMO,Animal production,24-Jan-06,31-Dec-11,100000000,58623464.52,58623464.52,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,71,24-Jan-06,0,,,,,,,,,,,,,,,,,,,
P086660,Tunisia Second Natural Resources Management Project,Active,IBRD/IDA,MIDDLE EAST AND NORTH AFRICA,Tunisia,Specific Investment Loan,INVESTMENT,B,"MINISTRY OF AGRICULTURE, ENVIRONMENT AND HYDRAULIC RESOURCES",Irrigation and drainage,17-Jun-10,31-Dec-15,36100000,10854009.45,10854009.45,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,66,17-Jun-10,0,,,,,,,,,,,,,,,,,,,
P086661,Bangladesh Water Supply Program Project,Closed,IBRD/IDA,SOUTH ASIA,Bangladesh,Specific Investment Loan,INVESTMENT,B,MINISTRY OF LOCAL GOVERNMENT,Water supply,17-Jun-04,31-Dec-10,40000000,17335969,17335969,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,78,17-Jun-04,0,,,,,,,,,,,,,,,,,,,
